first_name,last_name,product_name,product_type,sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel
PIERETTE,Lembcke,Super Saver Savings Account,savings account,2144,460,4499,Super Saver Savings Account savings account Enquiry,2021-08-12 00:00:00.000,2021-08-12 00:00:00.000,Enquiry,Phone Banking
AUDRIE,O'Doghesty,Central Govt Scheme,educational loan,2433,216,3772,Central Govt Scheme educational loan Product Support,2021-02-15 00:00:00.000,2021-02-15 00:00:00.000,Product Support,Branch
AUDRIE,O'Doghesty,Central Govt Scheme,educational loan,1668,216,3772,Central Govt Scheme educational loan Enquiry,2021-10-01 00:00:00.000,2021-10-01 00:00:00.000,Enquiry,Branch
BROCK,Innett,Super Saver Savings Account,savings account,51,885,4331,Super Saver Savings Account savings account Product Support,2021-02-20 00:00:00.000,2021-02-21 00:00:00.000,Product Support,Branch
ELISABETH,Godson,Private Car Insurance,motor insurance,2809,496,2024,Private Car Insurance motor insurance Complaint,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,Complaint,Net Banking
ELISABETH,Godson,Private Car Insurance,motor insurance,938,496,2024,Private Car Insurance motor insurance Product Support,2021-02-05 00:00:00.000,2021-02-05 00:00:00.000,Product Support,Phone Banking
ELISABETH,Godson,Private Car Insurance,motor insurance,95,496,2024,Private Car Insurance motor insurance Product Support,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,Product Support,Phone Banking
STAFORD,Pogson,Life Protect Plus Plan,life insurance,1625,844,3437,Life Protect Plus Plan life insurance Product Support,2021-12-04 00:00:00.000,2021-12-05 00:00:00.000,Product Support,Phone Banking
NATASHA,O'Hanlon,Pre-Owned Car Loan,car loan,1370,727,4338,Pre-Owned Car Loan car loan Enquiry,2021-06-21 00:00:00.000,2021-06-22 00:00:00.000,Enquiry,Phone Banking
UDALE,Entwisle,Home Gaurd Insurance,home insurance,1945,519,4187,Home Gaurd Insurance home insurance Enquiry,2021-01-24 00:00:00.000,2021-01-24 00:00:00.000,Enquiry,Net Banking
SUZI,Sherrington,Assured Home Loan,home loan,2786,119,405,Assured Home Loan home loan Product Support,2021-02-26 00:00:00.000,2021-02-26 00:00:00.000,Product Support,Phone Banking
SUZI,Sherrington,Assured Home Loan,home loan,393,119,405,Assured Home Loan home loan Complaint,2021-07-16 00:00:00.000,2021-07-16 00:00:00.000,Complaint,Branch
SIBELLA,Thickins,Regular Fixed Deposit,fixed deposit,2085,914,1880,Regular Fixed Deposit fixed deposit Product Support,2021-07-13 00:00:00.000,2021-07-15 00:00:00.000,Product Support,Branch
SIBELLA,Thickins,Regular Fixed Deposit,fixed deposit,1997,914,1880,Regular Fixed Deposit fixed deposit Complaint,2021-07-13 00:00:00.000,2021-07-15 00:00:00.000,Complaint,Phone Banking
NERON,Jayume,Pre-Owned Car Loan,car loan,1713,887,111,Pre-Owned Car Loan car loan Complaint,2021-08-06 00:00:00.000,2021-08-07 00:00:00.000,Complaint,Branch
VAIL,Izakovitz,Emergency Personal Loan,Personal Loan,1612,541,4531,Emergency Personal Loan Personal Loan Complaint,2021-01-02 00:00:00.000,2021-01-02 00:00:00.000,Complaint,Net Banking
DARB,Gunnell,Super Saver Savings Account,savings account,2738,404,1796,Super Saver Savings Account savings account Enquiry,2021-07-10 00:00:00.000,2021-07-10 00:00:00.000,Enquiry,Phone Banking
DARB,Gunnell,Super Saver Savings Account,savings account,1943,404,1796,Super Saver Savings Account savings account Product Support,2021-04-11 00:00:00.000,2021-04-11 00:00:00.000,Product Support,Phone Banking
DARB,Gunnell,Super Saver Savings Account,savings account,1343,404,1796,Super Saver Savings Account savings account Complaint,2021-06-20 00:00:00.000,2021-06-20 00:00:00.000,Complaint,Phone Banking
KIPPIE,Wapplington,Health Security Plan,health insurance,658,279,2619,Health Security Plan health insurance Complaint,2021-08-13 00:00:00.000,2021-08-13 00:00:00.000,Complaint,Net Banking
ALOIN,Prowse,Pre-Owned Car Loan,car loan,1131,286,3268,Pre-Owned Car Loan car loan Complaint,2021-06-09 00:00:00.000,2021-06-09 00:00:00.000,Complaint,Branch
KERBY,Gartland,Home Gaurd Insurance,home insurance,1978,129,3610,Home Gaurd Insurance home insurance Complaint,2021-12-18 00:00:00.000,2021-12-18 00:00:00.000,Complaint,Net Banking
KERBY,Gartland,Home Gaurd Insurance,home insurance,1070,129,3610,Home Gaurd Insurance home insurance Product Support,2021-07-06 00:00:00.000,2021-07-06 00:00:00.000,Product Support,Phone Banking
TRIXY,Hugin,Super Saver Facility,fixed deposit,132,915,1657,Super Saver Facility fixed deposit Product Support,2021-02-18 00:00:00.000,2021-02-20 00:00:00.000,Product Support,Branch
TRIXY,Hugin,Super Saver Facility,fixed deposit,45,915,1657,Super Saver Facility fixed deposit Complaint,2021-08-31 00:00:00.000,2021-09-02 00:00:00.000,Complaint,Branch
ROANNA,Bonwell,Home Gaurd Insurance,home insurance,2783,817,1596,Home Gaurd Insurance home insurance Complaint,2021-07-28 00:00:00.000,2021-07-29 00:00:00.000,Complaint,Phone Banking
ROANNA,Bonwell,Home Gaurd Insurance,home insurance,624,817,1596,Home Gaurd Insurance home insurance Enquiry,2021-07-06 00:00:00.000,2021-07-07 00:00:00.000,Enquiry,Branch
TESSY,Antonoyev,Super Saver Savings Account,savings account,2710,990,1923,Super Saver Savings Account savings account Complaint,2021-11-14 00:00:00.000,2021-11-16 00:00:00.000,Complaint,Net Banking
PENROD,Dudeney,Central Govt Scheme,educational loan,1437,370,4177,Central Govt Scheme educational loan Complaint,2021-11-07 00:00:00.000,2021-11-07 00:00:00.000,Complaint,Branch
HESTER,Scruton,Health Security Plan,health insurance,131,565,489,Health Security Plan health insurance Product Support,2021-08-31 00:00:00.000,2021-08-31 00:00:00.000,Product Support,Phone Banking
JONIE,Finlan,Super Saver Savings Account,savings account,1316,386,1175,Super Saver Savings Account savings account Product Support,2021-10-25 00:00:00.000,2021-10-25 00:00:00.000,Product Support,Phone Banking
JONIE,Finlan,Super Saver Savings Account,savings account,1289,386,1175,Super Saver Savings Account savings account Complaint,2021-09-26 00:00:00.000,2021-09-26 00:00:00.000,Complaint,Phone Banking
CARR,Neward,Home Gaurd Insurance,home insurance,161,782,4448,Home Gaurd Insurance home insurance Complaint,2021-12-09 00:00:00.000,2021-12-10 00:00:00.000,Complaint,Phone Banking
RON,Magwood,Emergency Personal Loan,Personal Loan,1269,317,2965,Emergency Personal Loan Personal Loan Complaint,2021-08-25 00:00:00.000,2021-08-25 00:00:00.000,Complaint,Branch
FERNANDO,Gunstone,Assured Home Loan,home loan,1658,928,2347,Assured Home Loan home loan Product Support,2021-09-19 00:00:00.000,2021-09-21 00:00:00.000,Product Support,Phone Banking
BIRON,Apfler,Assured Home Loan,home loan,128,342,3185,Assured Home Loan home loan Product Support,2021-11-04 00:00:00.000,2021-11-04 00:00:00.000,Product Support,Phone Banking
CHRISTIANA,Osborn,Emergency Personal Loan,Personal Loan,1563,40,2754,Emergency Personal Loan Personal Loan Product Support,2021-06-19 00:00:00.000,2021-06-19 00:00:00.000,Product Support,Branch
REYNA,Keohane,Assured Home Loan,home loan,2569,860,4832,Assured Home Loan home loan Complaint,2021-03-12 00:00:00.000,2021-03-13 00:00:00.000,Complaint,Net Banking
LUKAS,Karlmann,Private Car Insurance,motor insurance,1608,403,285,Private Car Insurance motor insurance Product Support,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,Product Support,Branch
ANNE,Mayhou,Super Saver Savings Account,savings account,222,868,3252,Super Saver Savings Account savings account Product Support,2021-03-21 00:00:00.000,2021-03-22 00:00:00.000,Product Support,Branch
KENDELL,Garnsworthy,Private Car Insurance,motor insurance,1471,325,661,Private Car Insurance motor insurance Enquiry,2021-12-17 00:00:00.000,2021-12-17 00:00:00.000,Enquiry,Net Banking
KENDELL,Garnsworthy,Private Car Insurance,motor insurance,1205,325,661,Private Car Insurance motor insurance Complaint,2021-06-12 00:00:00.000,2021-06-12 00:00:00.000,Complaint,Phone Banking
VAN,Doncaster,Pre-Owned Car Loan,car loan,203,192,3242,Pre-Owned Car Loan car loan Product Support,2021-12-17 00:00:00.000,2021-12-17 00:00:00.000,Product Support,Phone Banking
MERLINA,Edelston,Life Protect Plus Plan,life insurance,2309,546,3259,Life Protect Plus Plan life insurance Product Support,2021-06-01 00:00:00.000,2021-06-01 00:00:00.000,Product Support,Phone Banking
MERLINA,Edelston,Life Protect Plus Plan,life insurance,2141,546,3259,Life Protect Plus Plan life insurance Complaint,2021-04-23 00:00:00.000,2021-04-23 00:00:00.000,Complaint,Phone Banking
DANYA,Bridge,Home Gaurd Insurance,home insurance,553,434,1019,Home Gaurd Insurance home insurance Product Support,2021-07-12 00:00:00.000,2021-07-12 00:00:00.000,Product Support,Net Banking
HARLENE,Cullrford,Assured Home Loan,home loan,1312,707,4121,Assured Home Loan home loan Complaint,2021-05-17 00:00:00.000,2021-05-18 00:00:00.000,Complaint,Net Banking
HARLENE,Cullrford,Assured Home Loan,home loan,15,707,4121,Assured Home Loan home loan Product Support,2021-06-13 00:00:00.000,2021-06-14 00:00:00.000,Product Support,Branch
ISAIAH,Gepp,Regular Fixed Deposit,fixed deposit,1815,927,210,Regular Fixed Deposit fixed deposit Product Support,2021-03-22 00:00:00.000,2021-03-24 00:00:00.000,Product Support,Branch
FREDERICK,Linde,Super Saver Savings Account,savings account,105,110,4152,Super Saver Savings Account savings account Enquiry,2021-08-28 00:00:00.000,2021-08-28 00:00:00.000,Enquiry,Branch
FREDERICK,Linde,Super Saver Savings Account,savings account,24,110,4152,Super Saver Savings Account savings account Complaint,2021-04-06 00:00:00.000,2021-04-06 00:00:00.000,Complaint,Branch
BRADFORD,Crosser,Assured Home Loan,home loan,209,65,4347,Assured Home Loan home loan Product Support,2021-07-11 00:00:00.000,2021-07-11 00:00:00.000,Product Support,Phone Banking
FLOSSIE,Fredi,Super Saver Savings Account,savings account,1993,847,3662,Super Saver Savings Account savings account Product Support,2021-05-09 00:00:00.000,2021-05-10 00:00:00.000,Product Support,Net Banking
BOYCIE,Briton,Assured Home Loan,home loan,2670,688,3068,Assured Home Loan home loan Enquiry,2021-08-09 00:00:00.000,2021-08-09 00:00:00.000,Enquiry,Branch
RAVI,Bindin,Super Saver Savings Account,savings account,2032,446,4926,Super Saver Savings Account savings account Complaint,2021-09-26 00:00:00.000,2021-09-26 00:00:00.000,Complaint,Net Banking
KAREEM,Pelfer,Private Car Insurance,motor insurance,2943,759,4643,Private Car Insurance motor insurance Complaint,2021-09-15 00:00:00.000,2021-09-16 00:00:00.000,Complaint,Branch
JUSTINA,Kinglake,Health Security Plan,health insurance,2881,595,3716,Health Security Plan health insurance Product Support,2021-01-01 00:00:00.000,2021-01-01 00:00:00.000,Product Support,Net Banking
CARMELITA,Dmitrienko,Pre-Owned Car Loan,car loan,2399,970,1993,Pre-Owned Car Loan car loan Enquiry,2021-05-28 00:00:00.000,2021-05-30 00:00:00.000,Enquiry,Phone Banking
LUKAS,Karlmann,Life Protect Plus Plan,life insurance,2805,403,1624,Life Protect Plus Plan life insurance Complaint,2021-09-12 00:00:00.000,2021-09-12 00:00:00.000,Complaint,Branch
CONCHITA,Driffill,Home Gaurd Insurance,home insurance,1773,567,4920,Home Gaurd Insurance home insurance Complaint,2021-09-30 00:00:00.000,2021-09-30 00:00:00.000,Complaint,Branch
ZANE,Barrett,Supreme Current Account,current account,2718,552,1391,Super Saver Savings Account current account Complaint,2021-03-09 00:00:00.000,2021-03-09 00:00:00.000,Complaint,Branch
SHARRON,Wadelin,Assured Home Loan,home loan,555,450,2017,Assured Home Loan home loan Complaint,2021-04-17 00:00:00.000,2021-04-17 00:00:00.000,Complaint,Branch
MARYANNE,Chandler,Emergency Personal Loan,Personal Loan,2156,994,2672,Emergency Personal Loan Personal Loan Complaint,2021-05-05 00:00:00.000,2021-05-07 00:00:00.000,Complaint,Phone Banking
NANA,Nyland,Life Protect Plus Plan,life insurance,1663,21,2436,Life Protect Plus Plan life insurance Product Support,2021-08-19 00:00:00.000,2021-08-19 00:00:00.000,Product Support,Net Banking
NANA,Nyland,Life Protect Plus Plan,life insurance,74,21,2436,Life Protect Plus Plan life insurance Complaint,2021-03-04 00:00:00.000,2021-03-04 00:00:00.000,Complaint,Phone Banking
PRENTICE,Upex,Health Security Plan,health insurance,1018,596,3901,Health Security Plan health insurance Product Support,2021-07-18 00:00:00.000,2021-07-18 00:00:00.000,Product Support,Net Banking
EMMALEE,Giercke,Life Protect Plus Plan,life insurance,2937,619,4852,Life Protect Plus Plan life insurance Product Support,2021-04-05 00:00:00.000,2021-04-05 00:00:00.000,Product Support,Branch
CHRISSIE,Franchi,Pre-Owned Car Loan,car loan,2973,472,2955,Pre-Owned Car Loan car loan Product Support,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,Product Support,Branch
PEARCE,Bearns,Life Protect Plus Plan,life insurance,2952,375,1272,Life Protect Plus Plan life insurance Complaint,2021-01-15 00:00:00.000,2021-01-15 00:00:00.000,Complaint,Branch
CALV,Tuxsell,Super Saver Savings Account,savings account,2615,516,4814,Super Saver Savings Account savings account Complaint,2021-02-18 00:00:00.000,2021-02-18 00:00:00.000,Complaint,Phone Banking
CALV,Tuxsell,Super Saver Savings Account,savings account,432,516,4814,Super Saver Savings Account savings account Enquiry,2021-10-30 00:00:00.000,2021-10-30 00:00:00.000,Enquiry,Branch
KERMIE,Cadalleder,Private Car Insurance,motor insurance,2779,1000,3141,Private Car Insurance motor insurance Product Support,2021-07-24 00:00:00.000,2021-07-26 00:00:00.000,Product Support,Net Banking
KERMIE,Cadalleder,Private Car Insurance,motor insurance,615,1000,3141,Private Car Insurance motor insurance Complaint,2021-04-10 00:00:00.000,2021-04-12 00:00:00.000,Complaint,Branch
WEST,Rojas,Private Car Insurance,motor insurance,1086,166,4906,Private Car Insurance motor insurance Complaint,2021-08-24 00:00:00.000,2021-08-24 00:00:00.000,Complaint,Branch
AARON,Blaker,Health Security Plan,health insurance,1409,384,2726,Health Security Plan health insurance Enquiry,2021-02-02 00:00:00.000,2021-02-02 00:00:00.000,Enquiry,Phone Banking
AARON,Blaker,Health Security Plan,health insurance,1309,384,2726,Health Security Plan health insurance Product Support,2021-08-14 00:00:00.000,2021-08-14 00:00:00.000,Product Support,Net Banking
AARON,Blaker,Health Security Plan,health insurance,70,384,2726,Health Security Plan health insurance Complaint,2021-08-29 00:00:00.000,2021-08-29 00:00:00.000,Complaint,Net Banking
ARNOLDO,Antecki,Private Car Insurance,motor insurance,1455,715,2286,Private Car Insurance motor insurance Complaint,2021-06-28 00:00:00.000,2021-06-29 00:00:00.000,Complaint,Branch
MANOLO,Torn,Super Saver Facility,fixed deposit,436,939,3514,Super Saver Facility fixed deposit Product Support,2021-03-04 00:00:00.000,2021-03-06 00:00:00.000,Product Support,Net Banking
MANOLO,Torn,Super Saver Facility,fixed deposit,99,939,3514,Super Saver Facility fixed deposit Complaint,2021-07-20 00:00:00.000,2021-07-22 00:00:00.000,Complaint,Branch
KAYNE,Slaughter,Regular Fixed Deposit,fixed deposit,1328,952,3023,Regular Fixed Deposit fixed deposit Product Support,2021-07-04 00:00:00.000,2021-07-06 00:00:00.000,Product Support,Phone Banking
WENDI,Painten,Emergency Personal Loan,Personal Loan,655,49,4046,Emergency Personal Loan Personal Loan Product Support,2021-07-02 00:00:00.000,2021-07-02 00:00:00.000,Product Support,Net Banking
TRACY,Yanson,Private Car Insurance,motor insurance,607,736,3064,Private Car Insurance motor insurance Product Support,2021-09-18 00:00:00.000,2021-09-19 00:00:00.000,Product Support,Net Banking
TRACY,Yanson,Private Car Insurance,motor insurance,141,736,3064,Private Car Insurance motor insurance Complaint,2021-09-22 00:00:00.000,2021-09-23 00:00:00.000,Complaint,Branch
IGNACE,Chugg,Private Car Insurance,motor insurance,848,634,4556,Private Car Insurance motor insurance Product Support,2021-07-14 00:00:00.000,2021-07-14 00:00:00.000,Product Support,Phone Banking
CLARA,Cuss,Home Gaurd Insurance,home insurance,2553,753,4473,Home Gaurd Insurance home insurance Product Support,2021-08-26 00:00:00.000,2021-08-27 00:00:00.000,Product Support,Branch
CLARA,Cuss,Home Gaurd Insurance,home insurance,2351,753,4473,Home Gaurd Insurance home insurance Product Support,2021-08-26 00:00:00.000,2021-08-27 00:00:00.000,Product Support,Phone Banking
CLARA,Cuss,Home Gaurd Insurance,home insurance,804,753,4473,Home Gaurd Insurance home insurance Complaint,2021-10-14 00:00:00.000,2021-10-15 00:00:00.000,Complaint,Branch
POLLYANNA,Iacovacci,Private Car Insurance,motor insurance,2814,709,2456,Private Car Insurance motor insurance Product Support,2021-05-06 00:00:00.000,2021-05-07 00:00:00.000,Product Support,Branch
POLLYANNA,Iacovacci,Private Car Insurance,motor insurance,1705,709,2456,Private Car Insurance motor insurance Complaint,2021-10-20 00:00:00.000,2021-10-21 00:00:00.000,Complaint,Net Banking
ARI,Frantz,Super Saver Facility,fixed deposit,1376,955,2641,Super Saver Facility fixed deposit Product Support,2021-10-06 00:00:00.000,2021-10-08 00:00:00.000,Product Support,Phone Banking
WAKEFIELD,Dargue,Health Security Plan,health insurance,800,751,2960,Health Security Plan health insurance Complaint,2021-09-06 00:00:00.000,2021-09-07 00:00:00.000,Complaint,Phone Banking
SOPHRONIA,Blowing,Super Saver Savings Account,savings account,1482,391,2686,Super Saver Savings Account savings account Complaint,2021-09-14 00:00:00.000,2021-09-14 00:00:00.000,Complaint,Branch
SOPHRONIA,Blowing,Super Saver Savings Account,savings account,112,391,2686,Super Saver Savings Account savings account Product Support,2021-03-13 00:00:00.000,2021-03-13 00:00:00.000,Product Support,Net Banking
CARL,Dubery,Super Saver Savings Account,savings account,2618,487,2796,Super Saver Savings Account savings account Complaint,2021-06-07 00:00:00.000,2021-06-07 00:00:00.000,Complaint,Phone Banking
CARL,Dubery,Super Saver Savings Account,savings account,932,487,2796,Super Saver Savings Account savings account Product Support,2021-09-03 00:00:00.000,2021-09-03 00:00:00.000,Product Support,Phone Banking
REYNA,Keohane,Central Govt Scheme,educational loan,843,860,3415,Central Govt Scheme educational loan Product Support,2021-01-23 00:00:00.000,2021-01-24 00:00:00.000,Product Support,Branch
ARDA,Beecheno,Central Govt Scheme,educational loan,955,700,1231,Central Govt Scheme educational loan Product Support,2021-06-01 00:00:00.000,2021-06-01 00:00:00.000,Product Support,Net Banking
NICOLAI,Agett,Max Current Account,current account,1687,571,3727,Super Saver Savings Account current account Enquiry,2021-05-14 00:00:00.000,2021-05-14 00:00:00.000,Enquiry,Net Banking
CULLAN,Clack,Home Gaurd Insurance,home insurance,2903,726,129,Home Gaurd Insurance home insurance Complaint,2021-10-28 00:00:00.000,2021-10-29 00:00:00.000,Complaint,Phone Banking
CULLAN,Clack,Home Gaurd Insurance,home insurance,1140,726,129,Home Gaurd Insurance home insurance Product Support,2021-10-27 00:00:00.000,2021-10-28 00:00:00.000,Product Support,Branch
CONSTANCE,Dreus,Life Protect Plus Plan,life insurance,2375,603,2914,Life Protect Plus Plan life insurance Enquiry,2021-12-15 00:00:00.000,2021-12-15 00:00:00.000,Enquiry,Phone Banking
DAYNA,Collett,Super Saver Facility,fixed deposit,2023,965,4218,Super Saver Facility fixed deposit Complaint,2021-11-19 00:00:00.000,2021-11-21 00:00:00.000,Complaint,Net Banking
DAYNA,Collett,Super Saver Facility,fixed deposit,260,965,4218,Super Saver Facility fixed deposit Enquiry,2021-11-17 00:00:00.000,2021-11-19 00:00:00.000,Enquiry,Phone Banking
SADYE,Minghetti,Life Protect Plus Plan,life insurance,2297,443,3635,Life Protect Plus Plan life insurance Enquiry,2021-10-22 00:00:00.000,2021-10-22 00:00:00.000,Enquiry,Phone Banking
NETTLE,Sunderland,Home Gaurd Insurance,home insurance,2664,94,473,Home Gaurd Insurance home insurance Complaint,2021-08-24 00:00:00.000,2021-08-24 00:00:00.000,Complaint,Branch
CLARA,Cuss,Home Gaurd Insurance,home insurance,2763,753,2761,Home Gaurd Insurance home insurance Enquiry,2021-03-15 00:00:00.000,2021-03-16 00:00:00.000,Enquiry,Branch
CLARA,Cuss,Home Gaurd Insurance,home insurance,1001,753,2761,Home Gaurd Insurance home insurance Complaint,2021-02-23 00:00:00.000,2021-02-24 00:00:00.000,Complaint,Phone Banking
SOPHRONIA,Blowing,Central Govt Scheme,educational loan,1807,391,3857,Central Govt Scheme educational loan Complaint,2021-12-25 00:00:00.000,2021-12-25 00:00:00.000,Complaint,Net Banking
SOPHRONIA,Blowing,Central Govt Scheme,educational loan,572,391,3857,Central Govt Scheme educational loan Enquiry,2021-08-16 00:00:00.000,2021-08-16 00:00:00.000,Enquiry,Phone Banking
SOPHRONIA,Blowing,Central Govt Scheme,educational loan,504,391,3857,Central Govt Scheme educational loan Product Support,2021-10-09 00:00:00.000,2021-10-09 00:00:00.000,Product Support,Branch
BYRLE,Moran,Health Security Plan,health insurance,2893,845,3411,Health Security Plan health insurance Complaint,2021-06-14 00:00:00.000,2021-06-15 00:00:00.000,Complaint,Net Banking
TIMOTEO,Cadogan,Private Car Insurance,motor insurance,2817,677,363,Private Car Insurance motor insurance Product Support,2021-03-22 00:00:00.000,2021-03-22 00:00:00.000,Product Support,Branch
IGNACE,Chugg,Private Car Insurance,motor insurance,856,634,4227,Private Car Insurance motor insurance Complaint,2021-06-08 00:00:00.000,2021-06-08 00:00:00.000,Complaint,Net Banking
ANTONIUS,Gay,Emergency Personal Loan,Personal Loan,1014,151,211,Emergency Personal Loan Personal Loan Product Support,2021-07-13 00:00:00.000,2021-07-13 00:00:00.000,Product Support,Branch
ALOISIA,Ledford,Assured Home Loan,home loan,2356,967,4924,Assured Home Loan home loan Product Support,2021-04-12 00:00:00.000,2021-04-14 00:00:00.000,Product Support,Net Banking
ALOISIA,Ledford,Assured Home Loan,home loan,1484,967,4924,Assured Home Loan home loan Complaint,2021-05-09 00:00:00.000,2021-05-11 00:00:00.000,Complaint,Phone Banking
LIA,Pablos,Health Security Plan,health insurance,1952,900,3440,Health Security Plan health insurance Product Support,2021-01-21 00:00:00.000,2021-01-22 00:00:00.000,Product Support,Phone Banking
MARGARET,Bowman,Max Current Account,current account,139,938,2680,Super Saver Savings Account current account Complaint,2021-08-01 00:00:00.000,2021-08-03 00:00:00.000,Complaint,Net Banking
MEAGAN,Farndon,Pre-Owned Car Loan,car loan,2725,988,2905,Pre-Owned Car Loan car loan Product Support,2021-11-25 00:00:00.000,2021-11-27 00:00:00.000,Product Support,Net Banking
MEAGAN,Farndon,Super Saver Savings Account,savings account,1851,988,2332,Super Saver Savings Account savings account Product Support,2021-12-03 00:00:00.000,2021-12-05 00:00:00.000,Product Support,Branch
MEAGAN,Farndon,Super Saver Savings Account,savings account,290,988,2332,Super Saver Savings Account savings account Complaint,2021-11-10 00:00:00.000,2021-11-12 00:00:00.000,Complaint,Phone Banking
RODRIGO,Warlaw,Life Protect Plus Plan,life insurance,1451,523,3362,Life Protect Plus Plan life insurance Enquiry,2021-07-12 00:00:00.000,2021-07-12 00:00:00.000,Enquiry,Phone Banking
JOELLE,Olivera,Emergency Personal Loan,Personal Loan,2186,725,264,Emergency Personal Loan Personal Loan Complaint,2021-05-26 00:00:00.000,2021-05-27 00:00:00.000,Complaint,Phone Banking
HEATH,Satterley,Health Security Plan,health insurance,2453,557,4266,Health Security Plan health insurance Product Support,2021-01-15 00:00:00.000,2021-01-15 00:00:00.000,Product Support,Phone Banking
PENROD,Dudeney,Assured Home Loan,home loan,2792,370,2633,Assured Home Loan home loan Enquiry,2021-06-21 00:00:00.000,2021-06-21 00:00:00.000,Enquiry,Phone Banking
NICOLAI,Agett,Central Govt Scheme,educational loan,665,571,2504,Central Govt Scheme educational loan Product Support,2021-04-02 00:00:00.000,2021-04-02 00:00:00.000,Product Support,Phone Banking
NICOLAI,Agett,Central Govt Scheme,educational loan,433,571,2504,Central Govt Scheme educational loan Complaint,2021-07-29 00:00:00.000,2021-07-29 00:00:00.000,Complaint,Net Banking
PRISCA,Regler,Regular Fixed Deposit,fixed deposit,2201,968,3256,Regular Fixed Deposit fixed deposit Complaint,2021-04-14 00:00:00.000,2021-04-16 00:00:00.000,Complaint,Phone Banking
DEIDRE,Alti,Home Gaurd Insurance,home insurance,2904,635,2903,Home Gaurd Insurance home insurance Enquiry,2021-01-21 00:00:00.000,2021-01-21 00:00:00.000,Enquiry,Branch
DEIDRE,Alti,Home Gaurd Insurance,home insurance,240,635,2903,Home Gaurd Insurance home insurance Complaint,2021-04-04 00:00:00.000,2021-04-04 00:00:00.000,Complaint,Branch
CONSTANCE,Dreus,Super Saver Savings Account,savings account,2330,603,3741,Super Saver Savings Account savings account Complaint,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,Complaint,Phone Banking
TRACY,Yanson,Life Protect Plus Plan,life insurance,1134,736,186,Life Protect Plus Plan life insurance Enquiry,2021-08-01 00:00:00.000,2021-08-02 00:00:00.000,Enquiry,Branch
CARMELITA,Dmitrienko,Private Car Insurance,motor insurance,251,970,1650,Private Car Insurance motor insurance Product Support,2021-02-01 00:00:00.000,2021-02-03 00:00:00.000,Product Support,Phone Banking
EMILIE,Smallacombe,Pre-Owned Car Loan,car loan,2684,605,2491,Pre-Owned Car Loan car loan Product Support,2021-02-16 00:00:00.000,2021-02-16 00:00:00.000,Product Support,Phone Banking
DILLY,Lawly,Assured Home Loan,home loan,833,777,3347,Assured Home Loan home loan Product Support,2021-08-29 00:00:00.000,2021-08-30 00:00:00.000,Product Support,Phone Banking
DILLY,Lawly,Assured Home Loan,home loan,544,777,3347,Assured Home Loan home loan Enquiry,2021-08-28 00:00:00.000,2021-08-29 00:00:00.000,Enquiry,Net Banking
WYLMA,Scoggans,Emergency Personal Loan,Personal Loan,1143,760,3453,Emergency Personal Loan Personal Loan Product Support,2021-04-12 00:00:00.000,2021-04-13 00:00:00.000,Product Support,Branch
DEVINNE,Duiged,Emergency Personal Loan,Personal Loan,2349,830,151,Emergency Personal Loan Personal Loan Product Support,2021-01-19 00:00:00.000,2021-01-20 00:00:00.000,Product Support,Branch
KINGSLEY,Glaisner,Regular Fixed Deposit,fixed deposit,2528,969,2105,Regular Fixed Deposit fixed deposit Complaint,2021-02-06 00:00:00.000,2021-02-08 00:00:00.000,Complaint,Phone Banking
KINGSLEY,Glaisner,Regular Fixed Deposit,fixed deposit,2291,969,2105,Regular Fixed Deposit fixed deposit Enquiry,2021-02-06 00:00:00.000,2021-02-08 00:00:00.000,Enquiry,Phone Banking
CECILIO,Lunk,Super Saver Savings Account,savings account,2603,474,2252,Super Saver Savings Account savings account Product Support,2021-11-09 00:00:00.000,2021-11-09 00:00:00.000,Product Support,Phone Banking
CECILIO,Lunk,Super Saver Savings Account,savings account,830,474,2252,Super Saver Savings Account savings account Complaint,2021-01-03 00:00:00.000,2021-01-03 00:00:00.000,Complaint,Phone Banking
HARALD,Imbrey,Super Saver Savings Account,savings account,762,909,4183,Super Saver Savings Account savings account Complaint,2021-04-27 00:00:00.000,2021-04-29 00:00:00.000,Complaint,Branch
HARALD,Imbrey,Super Saver Savings Account,savings account,363,909,4183,Super Saver Savings Account savings account Enquiry,2021-11-03 00:00:00.000,2021-11-05 00:00:00.000,Enquiry,Branch
ULISES,Bleything,Life Protect Plus Plan,life insurance,2118,378,3481,Life Protect Plus Plan life insurance Product Support,2021-10-01 00:00:00.000,2021-10-01 00:00:00.000,Product Support,Branch
ULISES,Bleything,Life Protect Plus Plan,life insurance,1178,378,3481,Life Protect Plus Plan life insurance Complaint,2021-12-13 00:00:00.000,2021-12-13 00:00:00.000,Complaint,Phone Banking
DENNI,Olivi,Home Gaurd Insurance,home insurance,490,935,1534,Home Gaurd Insurance home insurance Product Support,2021-07-23 00:00:00.000,2021-07-25 00:00:00.000,Product Support,Net Banking
