first_name,last_name,occupation,income_level,identifier,product_name,product_type,transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
DOUGLAS,Henrichs,Compensation Analyst,Medium,067-84-9135,Private Car Insurance,motor insurance,5940,944,959,National Bank,motor insurance Deposit,23387,D,2021-03-03 00:00:00.000,Branch
YOSHIKO,Brunskill,General Manager,Medium,171-24-2243,Private Car Insurance,motor insurance,4833,637,4456,National Bank,motor insurance Deposit,23980,D,2021-03-03 00:00:00.000,Branch
SABA,Kedie,Software Consultant,High,590-97-2074,Central Govt Scheme,educational loan,8994,877,3231,National Bank,educational loan Deposit,10886,D,2021-03-03 00:00:00.000,Phone Banking
DOUGLAS,Henrichs,Compensation Analyst,Medium,067-84-9135,Private Car Insurance,motor insurance,4145,944,959,National Bank,motor insurance Deposit,24460,D,2021-03-03 00:00:00.000,Branch
MADDIE,Vogele,Computer Systems Analyst IV,Low,664-84-8858,Equities,Equities,110,555,4907,Thoughtbridge,Equities Withdrawal,12294,W,2021-03-02 00:00:00.000,Branch
ISRAEL,Loude,Community Outreach Specialist,High,356-26-0705,Private Car Insurance,motor insurance,6302,949,2709,National Bank,motor insurance Deposit,18960,D,2021-03-02 00:00:00.000,Branch
LORETTA,Niven,Professor,Medium,585-24-7967,JPMorgan MF,mutual funds,2332,458,3819,Jabberbean,mutual funds Withdrawal,20116,W,2021-03-02 00:00:00.000,Branch
ISRAEL,Loude,Community Outreach Specialist,High,356-26-0705,Private Car Insurance,motor insurance,10838,949,2709,National Bank,motor insurance Deposit,2660,D,2021-03-02 00:00:00.000,Branch
RUSTY,Wright,Nuclear Power Engineer,Low,738-72-4796,Life Easy Health,life insurance,10742,835,780,National Bank,life insurance Deposit,3490,D,2021-03-02 00:00:00.000,Branch
HODGE,Chastang,Systems Administrator I,Low,374-83-9794,National Home Loan,home loan,230,507,1457,National Bank,home loan Deposit,4823,D,2021-03-01 00:00:00.000,Branch
HODGE,Chastang,Systems Administrator I,Low,374-83-9794,National Home Loan,home loan,1786,507,1457,National Bank,home loan Deposit,6656,D,2021-03-01 00:00:00.000,Branch
MERLINA,Edelston,Health Coach II,Low,076-24-9645,New Car Loan,car loan,6321,546,3458,National Bank,car loan Deposit,14433,D,2021-03-01 00:00:00.000,Phone Banking
HODGE,Chastang,Systems Administrator I,Low,374-83-9794,National Home Loan,home loan,5378,507,1457,National Bank,home loan Deposit,11274,D,2021-03-01 00:00:00.000,Branch
MERLINA,Edelston,Health Coach II,Low,076-24-9645,New Car Loan,car loan,4922,546,3458,National Bank,car loan Deposit,18600,D,2021-03-01 00:00:00.000,Phone Banking
TADEO,Conibear,Marketing Manager,High,508-73-7103,New Car Loan,car loan,4543,13,4367,National Bank,car loan Deposit,19000,D,2021-03-01 00:00:00.000,Phone Banking
WASHINGTON,Halksworth,Community Outreach Specialist,Low,028-95-1968,New Car Loan,car loan,8034,331,1275,National Bank,car loan Deposit,9721,D,2021-02-28 00:00:00.000,Phone Banking
SHAMUS,Sulman,Clinical Specialist,High,251-03-6962,National Home Loan,home loan,3639,481,3482,National Bank,home loan Deposit,13298,D,2021-02-28 00:00:00.000,Branch
WASHINGTON,Halksworth,Community Outreach Specialist,Low,028-95-1968,New Car Loan,car loan,6750,331,1275,National Bank,car loan Deposit,5764,D,2021-02-28 00:00:00.000,Phone Banking
NATASHA,O'Hanlon,Research Nurse,Medium,421-86-0303,Pre-Owned Car Loan,car loan,1611,727,4338,National Bank,car loan Deposit,3192,D,2021-02-28 00:00:00.000,Phone Banking
FRITZ,Shynn,Geological Engineer,Low,515-57-4083,Super Saver Facility,fixed deposit,2923,820,478,National Bank,fixed deposit Deposit,1409,D,2021-02-28 00:00:00.000,Branch
WASHINGTON,Halksworth,Community Outreach Specialist,Low,028-95-1968,New Car Loan,car loan,10777,331,1275,National Bank,car loan Deposit,22496,D,2021-02-28 00:00:00.000,Phone Banking
MILE,Peris,Social Worker,Medium,636-13-7630,National Home Loan,home loan,5253,744,3846,National Bank,home loan Deposit,3716,D,2021-02-28 00:00:00.000,Branch
NANA,Nyland,Payment Adjustment Coordinator,Low,450-69-3494,Critical Illness Platinum,health insurance,10288,21,3749,National Bank,health insurance Deposit,20565,D,2021-02-28 00:00:00.000,Phone Banking
DOUGLAS,Henrichs,Compensation Analyst,Medium,067-84-9135,Critical Illness Platinum,health insurance,317,944,877,National Bank,health insurance Deposit,12550,D,2021-02-28 00:00:00.000,Phone Banking
SHAMUS,Sulman,Clinical Specialist,High,251-03-6962,National Home Loan,home loan,9873,481,3482,National Bank,home loan Deposit,6878,D,2021-02-28 00:00:00.000,Branch
PAPAGENA,Cosgrive,Pharmacist,Low,225-75-6558,Platinum Times Card,credit card,9520,534,4326,Roodel,Equities Withdrawal,7706,W,2021-02-28 00:00:00.000,Branch
KENDRE,Fearne,Compensation Analyst,High,919-43-5349,New Car Loan,car loan,8854,833,3048,National Bank,car loan Deposit,8822,D,2021-02-28 00:00:00.000,Phone Banking
BERNARD,Plumer,Electrical Engineer,High,332-82-2370,Super Saver Savings Account,savings account,4130,463,2391,Tagtune,current account Deposit,23876,D,2021-02-28 00:00:00.000,Branch
RODGE,Haggata,Analyst Programmer,High,085-32-3540,Platinum Times Card,credit card,7982,642,3393,Quimba,Equities Withdrawal,18147,W,2021-02-28 00:00:00.000,Branch
DORETTE,Couling,Software Test Engineer I,High,733-01-6374,Equities,Equities,7245,979,3936,Linkbridge,Equities Withdrawal,1360,W,2021-02-28 00:00:00.000,Branch
BURLIE,Doni,Senior Sales Associate,High,359-31-7222,SavingsMax Account,savings account,1613,329,4945,Oodoo,current account Deposit,3976,D,2021-02-28 00:00:00.000,Branch
VALDEMAR,Shory,Media Manager III,Low,930-50-0520,JPMorgan MF,mutual funds,352,579,4454,Devpulse,mutual funds Withdrawal,2769,W,2021-02-28 00:00:00.000,Branch
BURLIE,Doni,Senior Sales Associate,High,359-31-7222,SavingsMax Account,savings account,2643,329,4945,Realfire,current account Deposit,5351,D,2021-02-28 00:00:00.000,Branch
ALLIE,Warwicker,Chemical Engineer,High,587-22-7088,SavingsMax Account,savings account,619,261,2626,Pixonyx,savings account Deposit,1296,D,2021-02-28 00:00:00.000,Branch
BURLIE,Doni,Senior Sales Associate,High,359-31-7222,SavingsMax Account,savings account,303,329,4945,Quaxo,current account Deposit,11594,D,2021-02-28 00:00:00.000,Branch
BURLIE,Doni,Senior Sales Associate,High,359-31-7222,SavingsMax Account,savings account,4665,329,4945,Skimia,current account Deposit,23022,D,2021-02-28 00:00:00.000,Branch
ELVYN,Oluwatoyin,Software Engineer IV,Medium,311-62-5815,Central Govt Scheme,educational loan,8532,524,504,National Bank,educational loan Deposit,2749,D,2021-02-28 00:00:00.000,Phone Banking
FULTON,Scawton,Software Consultant,Low,220-93-1834,Super Saver Facility,fixed deposit,7624,641,4149,National Bank,fixed deposit Deposit,2109,D,2021-02-27 00:00:00.000,Branch
DAL,Tyers,Safety Technician I,High,976-63-2486,New Car Loan,car loan,910,285,4188,National Bank,car loan Deposit,17598,D,2021-02-27 00:00:00.000,Phone Banking
JADA,Elsom,Assistant Professor,High,024-13-3320,Home Gaurd Insurance,home insurance,9032,511,903,National Bank,home insurance Deposit,23909,D,2021-02-24 00:00:00.000,Phone Banking
NERON,Rishbrook,Legal Assistant,Medium,036-64-4326,SavingsMax Account,savings account,2078,333,4333,Zoonoodle,current account Deposit,7111,D,2021-02-24 00:00:00.000,Branch
ANA,Cossington,Geologist III,Medium,767-07-8712,Private Car Insurance,motor insurance,8024,530,974,National Bank,motor insurance Deposit,15625,D,2021-02-23 00:00:00.000,Branch
OTES,Brayn,Chief Design Engineer,Medium,795-64-3491,Life Easy Health,life insurance,3564,229,3358,National Bank,life insurance Deposit,8866,D,2021-02-23 00:00:00.000,Branch
TUCK,Smithe,GIS Technical Architect,High,252-80-6982,Assured Home Loan,home loan,3026,705,3457,National Bank,home loan Deposit,21050,D,2021-02-23 00:00:00.000,Branch
DENNI,Olivi,Paralegal,Medium,276-38-7775,Super Saver Facility,fixed deposit,8853,935,4080,National Bank,fixed deposit Deposit,2808,D,2021-02-23 00:00:00.000,Branch
SAM,Devin,Nurse,Low,055-34-7336,Private Car Insurance,motor insurance,8480,832,2648,National Bank,motor insurance Deposit,5917,D,2021-02-23 00:00:00.000,Branch
TADEO,Conibear,Marketing Manager,High,508-73-7103,Home Gaurd Insurance,home insurance,3803,13,2920,National Bank,home insurance Deposit,16748,D,2021-02-22 00:00:00.000,Phone Banking
SHELL,Openshaw,Office Assistant II,Medium,795-34-4052,Super Saver Facility,fixed deposit,3262,107,3653,National Bank,fixed deposit Deposit,4376,D,2021-02-22 00:00:00.000,Branch
GAMALIEL,Hallgarth,Civil Engineer,Low,149-75-2689,Platinum Times Card,credit card,1474,373,4455,Browsecat,Equities Withdrawal,22093,W,2021-02-22 00:00:00.000,Branch
ANGELITA,Farres,Physical Therapy Assistant,High,385-73-5682,Home Gaurd Insurance,home insurance,1387,288,3899,National Bank,home insurance Deposit,3870,D,2021-02-22 00:00:00.000,Phone Banking
VIKKY,Baynham,Sales Associate,Low,552-26-0417,Life Easy Health,life insurance,5757,161,914,National Bank,life insurance Deposit,17037,D,2021-02-21 00:00:00.000,Branch
PRENTICE,Upex,Community Outreach Specialist,Low,284-91-6060,Health Security Plan,health insurance,10513,596,4960,National Bank,health insurance Deposit,16990,D,2021-02-21 00:00:00.000,Phone Banking
MARCELIA,Kondratyuk,Actuary,High,038-93-6081,Private Car Insurance,motor insurance,10124,812,2227,National Bank,motor insurance Deposit,22559,D,2021-02-21 00:00:00.000,Branch
RIANON,Beretta,Speech Pathologist,Low,093-31-0860,Platinum Times Card,credit card,8915,284,4122,Twitterbeat,Equities Withdrawal,21002,W,2021-02-21 00:00:00.000,Branch
MADELENA,Dimberline,Speech Pathologist,Low,501-55-6640,Super Saver Savings Account,savings account,51,298,4018,Rhynyx,current account Deposit,9062,D,2021-02-20 00:00:00.000,Branch
GUGLIELMA,Ellaman,Quality Engineer,Low,503-16-6363,Life Easy Health,life insurance,763,337,3436,National Bank,life insurance Deposit,2285,D,2021-02-20 00:00:00.000,Branch
FRANKLYN,Hatherley,Civil Engineer,Medium,927-49-4867,Diners Club Black,credit card,10864,515,294,Eayo,credit card Deposit,22931,D,2021-02-20 00:00:00.000,Branch
LOUIS,Anning,Registered Nurse,Low,015-20-6017,New Car Loan,car loan,10588,683,2409,National Bank,car loan Deposit,18376,D,2021-02-20 00:00:00.000,Phone Banking
INGLIS,Puve,Account Executive,Medium,407-44-7168,Central Govt Scheme,educational loan,10374,71,4975,National Bank,educational loan Deposit,8251,D,2021-02-20 00:00:00.000,Phone Banking
LUCINE,Kirrage,Programmer Analyst I,High,286-11-6948,Central Govt Scheme,educational loan,634,398,2159,National Bank,educational loan Deposit,23874,D,2021-02-20 00:00:00.000,Phone Banking
LOUIS,Anning,Registered Nurse,Low,015-20-6017,New Car Loan,car loan,2378,683,2409,National Bank,car loan Deposit,17775,D,2021-02-20 00:00:00.000,Phone Banking
ISACCO,Greer,Tax Accountant,Low,066-95-7379,Platinum Times Card,credit card,8446,647,1878,Feedbug,Equities Withdrawal,16250,W,2021-02-20 00:00:00.000,Branch
LAURAL,Szapiro,Executive Secretary,Low,229-65-5630,Critical Illness Platinum,health insurance,4010,823,2007,National Bank,health insurance Deposit,1404,D,2021-02-19 00:00:00.000,Phone Banking
ROSALINDA,Dionisi,Structural Analysis Engineer,High,545-08-7012,Super Saver Facility,fixed deposit,1894,213,3811,National Bank,fixed deposit Deposit,17162,D,2021-02-19 00:00:00.000,Branch
TADIO,Jansens,Project Manager,High,643-49-5340,Diners Club Black,Equities,7204,383,4136,Devify,credit card Deposit,12343,D,2021-02-19 00:00:00.000,Branch
VIKKY,Baynham,Sales Associate,Low,552-26-0417,Equities,Equities,1430,161,1620,Gigabox,Equities Withdrawal,18553,W,2021-02-19 00:00:00.000,Branch
ETTORE,Barhem,Clinical Specialist,High,005-17-8927,National Home Loan,home loan,7964,431,4778,National Bank,home loan Deposit,13536,D,2021-02-18 00:00:00.000,Branch
KALILA,Sore,Structural Analysis Engineer,Low,561-29-6850,National Home Loan,home loan,7376,78,3516,National Bank,home loan Deposit,22713,D,2021-02-18 00:00:00.000,Branch
VAN,Doncaster,Recruiting Manager,High,892-11-9898,New Car Loan,car loan,6227,192,15,National Bank,car loan Deposit,3273,D,2021-02-18 00:00:00.000,Phone Banking
PRISCA,Regler,General Manager,Medium,633-60-3528,Life Easy Health,life insurance,3035,968,2652,National Bank,life insurance Deposit,23555,D,2021-02-18 00:00:00.000,Branch
NAHUM,Brundrett,Human Resources Assistant IV,High,610-58-1517,Equities,Equities,5352,991,3193,Meevee,Equities Withdrawal,8997,W,2021-02-18 00:00:00.000,Branch
NAHUM,Brundrett,Human Resources Assistant IV,High,610-58-1517,Equities,Equities,4776,991,3193,Topicshots,Equities Withdrawal,11086,W,2021-02-18 00:00:00.000,Branch
MADDIE,Vogele,Computer Systems Analyst IV,Low,664-84-8858,Super Saver Savings Account,savings account,4599,555,713,Skiptube,current account Deposit,5413,D,2021-02-18 00:00:00.000,Branch
KALILA,Sore,Structural Analysis Engineer,Low,561-29-6850,National Home Loan,home loan,4310,78,3516,National Bank,home loan Deposit,10178,D,2021-02-18 00:00:00.000,Branch
LIBBIE,Jeffress,Structural Analysis Engineer,Medium,169-57-2385,Private Car Insurance,motor insurance,901,35,1935,National Bank,motor insurance Deposit,8145,D,2021-02-17 00:00:00.000,Branch
TANN,Trudgeon,Chief Design Engineer,Low,096-87-4492,Super Saver Facility,fixed deposit,6355,722,23,National Bank,fixed deposit Deposit,11434,D,2021-02-17 00:00:00.000,Branch
TANN,Shearwood,Financial Analyst,High,878-46-1275,Critical Illness Platinum,health insurance,5032,416,1243,National Bank,health insurance Deposit,21568,D,2021-02-17 00:00:00.000,Phone Banking
JORI,Castleton,Environmental Tech,High,630-53-4237,Private Car Insurance,motor insurance,4597,889,1036,National Bank,motor insurance Deposit,9890,D,2021-02-17 00:00:00.000,Branch
ELVYN,Emanuelli,Web Designer II,High,352-45-6256,Super Saver Savings Account,savings account,1054,946,1330,Trupe,current account Deposit,2598,D,2021-02-17 00:00:00.000,Branch
AX,Vine,Legal Assistant,Low,146-44-2276,SavingsMax Account,savings account,3761,671,4217,Devcast,savings account Deposit,21871,D,2021-02-16 00:00:00.000,Branch
WARING,Mallinder,Geologist I,Medium,937-73-0760,Health Security Plan,health insurance,7336,810,3774,National Bank,health insurance Deposit,7557,D,2021-02-16 00:00:00.000,Phone Banking
ROSELIN,Cowdrey,Financial Advisor,Low,629-63-4415,Equities,Equities,3116,465,3878,Roomm,Equities Withdrawal,6412,W,2021-02-16 00:00:00.000,Branch
ROSELIN,Cowdrey,Financial Advisor,Low,629-63-4415,Equities,Equities,1420,465,3878,Thoughtbeat,Equities Withdrawal,9919,W,2021-02-16 00:00:00.000,Branch
ZARLA,Hainning,Human Resources Assistant III,Medium,316-71-3165,Critical Illness Platinum,health insurance,5074,911,3477,National Bank,health insurance Deposit,13940,D,2021-02-16 00:00:00.000,Phone Banking
DELORIA,Goodluck,Physical Therapy Assistant,Low,626-75-4777,Private Car Insurance,motor insurance,9736,63,241,National Bank,motor insurance Deposit,12724,D,2021-02-16 00:00:00.000,Branch
ROSELIN,Cowdrey,Financial Advisor,Low,629-63-4415,Equities,Equities,2330,465,3878,Tagchat,Equities Withdrawal,15931,W,2021-02-16 00:00:00.000,Branch
MORT,Runsey,Research Associate,High,842-86-4616,SavingsMax Account,savings account,3878,407,4359,Dynazzy,savings account Deposit,18260,D,2021-02-15 00:00:00.000,Branch
RANNA,Kevane,Speech Pathologist,High,038-05-6520,New Car Loan,car loan,6988,577,2396,National Bank,car loan Deposit,17761,D,2021-02-15 00:00:00.000,Phone Banking
RICKIE,Ransley,Help Desk Technician,High,981-67-6105,Central Govt Scheme,educational loan,3220,106,4817,National Bank,educational loan Deposit,17085,D,2021-02-15 00:00:00.000,Phone Banking
HODGE,Chastang,Systems Administrator I,Low,374-83-9794,Emergency Personal Loan,Personal Loan,5828,507,3046,National Bank,Personal Loan Deposit,23843,D,2021-02-15 00:00:00.000,Branch
MORT,Runsey,Research Associate,High,842-86-4616,SavingsMax Account,savings account,10121,407,4359,Oyonder,savings account Deposit,21887,D,2021-02-15 00:00:00.000,Branch
BORDY,Doddemeade,Speech Pathologist,Medium,351-97-0990,Home Gaurd Insurance,home insurance,4710,664,2610,National Bank,home insurance Deposit,3483,D,2021-02-15 00:00:00.000,Phone Banking
MANDY,Ouldcott,Speech Pathologist,Medium,812-78-7651,Private Car Insurance,motor insurance,7734,920,274,National Bank,motor insurance Deposit,17774,D,2021-02-14 00:00:00.000,Branch
MANDY,Ouldcott,Speech Pathologist,Medium,812-78-7651,Private Car Insurance,motor insurance,416,920,274,National Bank,motor insurance Deposit,8299,D,2021-02-14 00:00:00.000,Branch
LURLINE,Cookney,Junior Executive,Low,700-06-1162,SavingsMax Account,savings account,6463,513,882,Rhyloo,savings account Deposit,17285,D,2021-02-14 00:00:00.000,Branch
PAIGE,Hardey,Assistant Manager,High,203-01-7873,Super Saver Savings Account,savings account,734,55,1447,Yotz,current account Deposit,24297,D,2021-02-14 00:00:00.000,Branch
INA,Legonidec,Senior Quality Engineer,High,464-12-0490,Equities,Equities,4888,886,1538,Devcast,Equities Withdrawal,11213,W,2021-02-14 00:00:00.000,Branch
LURLINE,Cookney,Junior Executive,Low,700-06-1162,SavingsMax Account,savings account,9414,513,882,Zazio,savings account Deposit,6030,D,2021-02-14 00:00:00.000,Branch
MANDY,Ouldcott,Speech Pathologist,Medium,812-78-7651,Private Car Insurance,motor insurance,9231,920,274,National Bank,motor insurance Deposit,8404,D,2021-02-14 00:00:00.000,Branch
MADELENA,Dimberline,Speech Pathologist,Low,501-55-6640,Platinum Times Card,credit card,1906,298,3066,Katz,Equities Withdrawal,12851,W,2021-02-13 00:00:00.000,Branch
RICHARDO,Corby,Software Consultant,High,394-58-7852,Private Car Insurance,motor insurance,1582,839,4552,National Bank,motor insurance Deposit,22158,D,2021-02-13 00:00:00.000,Branch
ANALISE,Sykora,Professor,Low,860-03-3097,Assured Home Loan,home loan,2657,787,2195,National Bank,home loan Deposit,13463,D,2021-02-13 00:00:00.000,Branch
GRANGE,Siman,Developer I,Low,731-83-5854,Emergency Personal Loan,Personal Loan,10108,549,1548,National Bank,Personal Loan Deposit,14462,D,2021-02-13 00:00:00.000,Branch
JAE,Lawdham,Accountant I,High,736-63-9791,Platinum Times Card,credit card,8452,410,2542,Trilia,Equities Withdrawal,18578,W,2021-02-13 00:00:00.000,Branch
ARNI,Gorrick,VP Product Management,Low,594-04-8141,Emergency Personal Loan,Personal Loan,8386,710,98,National Bank,Personal Loan Deposit,20514,D,2021-02-13 00:00:00.000,Branch
BRANDIE,Glader,Financial Analyst,Low,760-03-4090,Central Govt Scheme,educational loan,3418,39,2792,National Bank,educational loan Deposit,8512,D,2021-02-12 00:00:00.000,Phone Banking
EM,Coneau,General Manager,Medium,968-49-5053,Platinum Times Card,credit card,6735,703,383,Pixoboo,Equities Withdrawal,8454,W,2021-02-12 00:00:00.000,Branch
BRANDIE,Glader,Financial Analyst,Low,760-03-4090,Central Govt Scheme,educational loan,5564,39,2792,National Bank,educational loan Deposit,16139,D,2021-02-12 00:00:00.000,Phone Banking
BRANDIE,Glader,Financial Analyst,Low,760-03-4090,Central Govt Scheme,educational loan,1305,39,2792,National Bank,educational loan Deposit,22497,D,2021-02-12 00:00:00.000,Phone Banking
BELTRAN,Januszkiewicz,VP Quality Control,Low,794-69-0133,National Home Loan,home loan,10162,456,2263,National Bank,home loan Deposit,9974,D,2021-02-12 00:00:00.000,Branch
BRANDIE,Glader,Financial Analyst,Low,760-03-4090,Central Govt Scheme,educational loan,4940,39,2792,National Bank,educational loan Deposit,12387,D,2021-02-12 00:00:00.000,Phone Banking
FREDERICKA,Parken,Software Consultant,Low,166-66-6051,Private Car Insurance,motor insurance,4023,209,1285,National Bank,motor insurance Deposit,19222,D,2021-02-11 00:00:00.000,Branch
BRYANT,Brand,Accountant I,Low,503-58-1802,Equities,Equities,7924,173,3451,Wikibox,Equities Withdrawal,10246,W,2021-02-11 00:00:00.000,Branch
QUINT,Mirfin,Staff Accountant III,Low,303-33-7745,Critical Illness Platinum,health insurance,5540,999,4946,National Bank,health insurance Deposit,9599,D,2021-02-11 00:00:00.000,Phone Banking
MONTI,McLleese,Assistant Media Planner,High,077-87-9320,Max Current Account,current account,8669,937,406,Youspan,savings account Deposit,9447,D,2021-02-11 00:00:00.000,Branch
LUELLA,Sailer,Senior Financial Analyst,High,169-60-5149,Critical Illness Platinum,health insurance,4243,264,4619,National Bank,health insurance Deposit,21756,D,2021-02-11 00:00:00.000,Phone Banking
LUELLA,Sailer,Senior Financial Analyst,High,169-60-5149,Critical Illness Platinum,health insurance,1031,264,4619,National Bank,health insurance Deposit,1112,D,2021-02-11 00:00:00.000,Phone Banking
DANILA,Adamiak,Recruiter,Medium,050-56-8651,Central Govt Scheme,educational loan,7493,503,1829,National Bank,educational loan Deposit,16557,D,2021-02-10 00:00:00.000,Phone Banking
DANILA,Adamiak,Recruiter,Medium,050-56-8651,Central Govt Scheme,educational loan,3278,503,1829,National Bank,educational loan Deposit,3511,D,2021-02-10 00:00:00.000,Phone Banking
ARNI,Gorrick,VP Product Management,Low,594-04-8141,Equities,Equities,6262,710,3165,Eire,Equities Withdrawal,22919,W,2021-02-10 00:00:00.000,Branch
KIPPIE,Wapplington,Web Developer II,High,789-76-6212,Critical Illness Platinum,health insurance,6046,279,591,National Bank,health insurance Deposit,1461,D,2021-02-10 00:00:00.000,Phone Banking
KIMBELL,Spira,Database Administrator II,Medium,818-12-5145,Supreme Current Account,current account,5754,592,1322,Mybuzz,current account Deposit,21415,D,2021-02-10 00:00:00.000,Branch
ASHER,Skittles,Developer II,Medium,032-21-3221,Critical Illness Platinum,health insurance,8032,831,266,National Bank,health insurance Deposit,23121,D,2021-02-06 00:00:00.000,Phone Banking
ASHER,Skittles,Developer II,Medium,032-21-3221,Critical Illness Platinum,health insurance,3637,831,266,National Bank,health insurance Deposit,9995,D,2021-02-06 00:00:00.000,Phone Banking
ASHER,Skittles,Developer II,Medium,032-21-3221,Critical Illness Platinum,health insurance,3242,831,266,National Bank,health insurance Deposit,9489,D,2021-02-06 00:00:00.000,Phone Banking
MALCOLM,Palmar,Nurse,Low,322-74-7825,Life Easy Health,life insurance,10613,629,4976,National Bank,life insurance Deposit,5340,D,2021-02-06 00:00:00.000,Branch
LODOVICO,Scrannage,Junior Executive,Low,166-97-8879,JPMorgan MF,mutual funds,1244,138,1420,Myworks,mutual funds Withdrawal,10278,W,2021-02-06 00:00:00.000,Branch
ASHER,Skittles,Developer II,Medium,032-21-3221,Critical Illness Platinum,health insurance,8349,831,266,National Bank,health insurance Deposit,13205,D,2021-02-06 00:00:00.000,Phone Banking
TORRANCE,Sokale,Administrative Officer,High,561-07-8534,Central Govt Scheme,educational loan,3365,746,2975,National Bank,educational loan Deposit,3140,D,2021-02-05 00:00:00.000,Phone Banking
TORRANCE,Sokale,Administrative Officer,High,561-07-8534,Central Govt Scheme,educational loan,3056,746,2975,National Bank,educational loan Deposit,12716,D,2021-02-05 00:00:00.000,Phone Banking
ONOFREDO,Hazeldine,Safety Technician IV,High,619-81-1360,Emergency Personal Loan,Personal Loan,5625,100,4124,National Bank,Personal Loan Deposit,23527,D,2021-02-05 00:00:00.000,Branch
JACYNTH,Moncaster,Occupational Therapist,High,740-67-7901,SavingsMax Account,savings account,10219,85,2540,Skinte,savings account Deposit,19794,D,2021-02-05 00:00:00.000,Branch
PIERETTE,Lembcke,Electrical Engineer,High,358-46-1685,Home Gaurd Insurance,home insurance,10002,460,2361,National Bank,home insurance Deposit,11829,D,2021-02-05 00:00:00.000,Phone Banking
JACYNTH,Moncaster,Occupational Therapist,High,740-67-7901,SavingsMax Account,savings account,9722,85,2540,Linkbridge,savings account Deposit,11763,D,2021-02-05 00:00:00.000,Branch
PURCELL,Bravery,Programmer Analyst III,Low,776-52-1210,Equities,Equities,4655,754,3830,Thoughtstorm,Equities Withdrawal,5899,W,2021-02-05 00:00:00.000,Branch
WARING,Mallinder,Geologist I,Medium,937-73-0760,SavingsMax Account,savings account,2158,810,3923,Oodoo,savings account Deposit,8122,D,2021-02-05 00:00:00.000,Branch
KINGSLEY,Glaisner,Biostatistician I,Low,662-90-6275,Super Saver Savings Account,savings account,3832,969,3755,Skiptube,current account Deposit,22685,D,2021-02-04 00:00:00.000,Branch
JULIA,Eastmead,Civil Engineer,Low,261-65-3203,Platinum Times Card,credit card,6641,680,416,Feedfish,Equities Withdrawal,24902,W,2021-02-04 00:00:00.000,Branch
MILE,Peris,Social Worker,Medium,636-13-7630,Central Govt Scheme,educational loan,1516,744,597,National Bank,educational loan Deposit,18763,D,2021-02-04 00:00:00.000,Phone Banking
DEBRA,Bocke,Account Representative III,Medium,383-60-5814,Critical Illness Platinum,health insurance,2645,101,2536,National Bank,health insurance Deposit,1986,D,2021-02-04 00:00:00.000,Phone Banking
JULIA,Eastmead,Civil Engineer,Low,261-65-3203,Platinum Times Card,credit card,10880,680,416,Topicshots,Equities Withdrawal,19396,W,2021-02-04 00:00:00.000,Branch
HILDE,McGarva,Director of Sales,High,458-03-6497,Diners Club Black,credit card,2366,818,2076,Gabtype,credit card Deposit,7312,D,2021-02-04 00:00:00.000,Branch
EB,Tuckey,Systems Administrator I,Medium,249-48-2625,Diners Club Black,credit card,4446,452,4077,Yacero,credit card Deposit,22224,D,2021-02-04 00:00:00.000,Branch
EMMALEE,Giercke,Structural Analysis Engineer,Medium,614-39-6228,Private Car Insurance,motor insurance,8570,619,1194,National Bank,motor insurance Deposit,16471,D,2021-02-04 00:00:00.000,Branch
PAPAGENA,Braycotton,Graphic Designer,Medium,419-11-5992,Private Car Insurance,motor insurance,4091,917,4650,National Bank,motor insurance Deposit,23901,D,2021-02-03 00:00:00.000,Branch
CLEAVLAND,Fordham,Research Assistant I,Medium,789-20-8197,Platinum Times Card,credit card,7169,846,4502,Yozio,Equities Withdrawal,20917,W,2021-02-03 00:00:00.000,Branch
ELISABETH,Godson,Geological Engineer,High,880-43-9224,Equities,Equities,1703,496,2122,Jabbersphere,Equities Withdrawal,8430,W,2021-02-03 00:00:00.000,Branch
CLEAVLAND,Fordham,Research Assistant I,Medium,789-20-8197,Platinum Times Card,credit card,1355,846,4502,Fliptune,Equities Withdrawal,9055,W,2021-02-03 00:00:00.000,Branch
TABBIE,Stedmond,Geologist IV,Medium,857-24-4167,Jet Privilege World,credit card,5155,691,3544,Realbridge,credit card Withdrawal,8918,W,2021-02-03 00:00:00.000,Branch
IVETTE,Asple,Statistician III,High,823-75-8305,Equities,Equities,10012,764,162,Yodoo,Equities Withdrawal,15335,W,2021-02-03 00:00:00.000,Branch
CLEAVLAND,Fordham,Research Assistant I,Medium,789-20-8197,Platinum Times Card,credit card,4757,846,4502,Fatz,Equities Withdrawal,4382,W,2021-02-03 00:00:00.000,Branch
GASPARD,Barrett,Environmental Specialist,Medium,431-65-3247,Super Saver Savings Account,savings account,9130,5,2659,Brainverse,current account Withdrawal,23658,W,2021-02-03 00:00:00.000,Branch
IVETTE,Asple,Statistician III,High,823-75-8305,Equities,Equities,8223,764,162,Dynazzy,Equities Withdrawal,5517,W,2021-02-03 00:00:00.000,Branch
GISELA,Skirling,Systems Administrator IV,Low,699-41-4750,SavingsMax Account,savings account,7400,570,3391,Cogidoo,current account Withdrawal,9510,W,2021-02-02 00:00:00.000,Branch
